origin_prompt,gold,prediction
服用布洛芬时，应避免使用哪些其他药物？,布洛芬,"['布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释片', '布洛芬胶囊', '布洛芬片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬搽剂', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬混悬液', '布洛芬胶囊', '布洛芬搽剂', '布洛芬胶囊', '布洛芬颗粒', '布洛芬糖浆', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬糖浆', '布洛芬胶囊', '布洛芬胶囊', '布洛芬干混悬剂', '布洛芬搽剂', '布洛芬胶囊', '布洛芬胶囊', '驱白巴布期片', '布洛芬胶囊', '布洛芬颗粒', '布洛芬缓释胶囊', '布洛芬混悬液', '布洛芬胶囊', '布洛芬颗粒', '白癜风胶囊', '布洛芬缓释片', '布洛芬口崩片', '呋喃硫胺片']"
服用帕罗西汀时，应避免使用哪些其他药物？,帕罗西汀,"['注射用帕瑞昔布钠', '注射用帕瑞昔布钠', '吡拉西坦片', '吡拉西坦注射液', '左旋多巴片', '注射用帕瑞昔布钠', '蒲公英片', '蒲公英片', '保和片', '吡拉西坦片', '保和丸', '保和丸', '保和丸', '左旋多巴片', '吡拉西坦片', '保和丸', '吡拉西坦片', '吡拉西坦片', '保和丸', '吡拉西坦片', '保和丸', '保和丸', '吡拉西坦片', '保和丸', '保和丸', '保和丸', '保和丸', '吡拉西坦片', '保和丸', '左旋多巴片', '吡拉西坦片', '保和丸', '注射用吡拉西坦', '保和丸', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '左旋多巴片', '吡拉西坦片', '保和丸', '左旋多巴片', '保和丸', '保和丸', '保和丸', '保和丸', '左旋多巴片', '保和丸', '保和丸', '左旋多巴片', '吡拉西坦片']"
阿司匹林可以与其他药物同时使用吗？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
使用阿司匹林可能出现的常见不良反应有哪些？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林可待因片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
发生恶心呕吐时，使用奥美拉唑应该如何应对？,奥美拉唑,"['注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑钠肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠']"
发生皮疹时，使用阿莫西林应该如何应对？,阿莫西林,"['阿莫西林颗粒', '阿莫西林干混悬剂', '呋喃西林贴', '盐酸阿莫罗芬搽剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '呋喃西林贴', '糠酸莫米松凝胶', '糠酸莫米松乳膏', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '注射用单磷酸阿糖腺苷', '阿莫西林分散片', '肤痒颗粒', '肤痒颗粒', '阿莫西林分散片', '阿莫西林口崩片', '糠酸莫米松乳膏', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '氯霉素搽剂', '糠酸莫米松乳膏', '注射用单磷酸阿糖腺苷', '阿莫西林颗粒', '氧化锌软膏', '肤痒颗粒', '阿莫西林片', '呋喃西林贴', '注射用单磷酸阿糖腺苷', '吲哚美辛搽剂', '阿莫西林颗粒', '阿莫西林颗粒', '糠酸莫米松乳膏', '肤痒颗粒', '肤康搽剂', '肤痒颗粒', '肤痒颗粒', '糠酸莫米松凝胶', '糠酸莫米松乳膏', '阿莫西林颗粒', '肤痒颗粒', '肤痒颗粒', '肤痒颗粒', '盐酸阿莫罗芬搽剂', '复方吲哚美辛酊']"
阿莫西林的副作用有哪些？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林口崩片', '盐酸阿米替林片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林双氯西林钠胶囊', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林咀嚼片', '吲哚美辛贴片', '盐酸阿米替林片', '注射用阿莫西林钠氟氯西林钠', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '吲哚美辛贴片', '阿莫西林克拉维酸钾片']"
帕罗西汀的标准成人剂量是多少？,帕罗西汀,"['吡拉西坦口服溶液', '吡拉西坦颗粒', '吡拉西坦片', '保和丸', '呋喃唑酮片', '注射用帕瑞昔布钠', '呋喃唑酮片', '保和丸', '劳拉西泮片', '利咽颗粒', '葡醛内酯片', '保和丸', '保和丸', '葡醛内酯片', '吡拉西坦片', '呋喃唑酮片', '吡拉西坦颗粒', '呋喃唑酮片', '葡醛内酯片', '缬沙坦片', '保和丸', '甲磺酸瑞波西汀片', '注射用吡拉西坦', '葡醛内酯片', '肌苷片', '吡拉西坦胶囊', '制霉素片', '保和丸', '葡醛内酯片', '口服葡萄糖', '吡拉西坦片', '注射用奥拉西坦', '保和丸', '保和丸', '葡醛内酯片', '保和丸', '噻奈普汀片', '螺旋霉素片', '吡拉西坦口服溶液', '保和丸', '缬沙坦片', '保和丸', '葡醛酸钠注射液', '蒲公英颗粒', '肌苷片', '吡拉西坦注射液', '吡拉西坦片', '葡醛内酯片', '保和丸', '肌苷片']"
布洛芬对于儿童的推荐剂量是多少？,布洛芬,"['布洛芬颗粒', '小儿布洛芬栓', '布洛芬口服溶液', '布洛芬注射液', '小儿布洛芬栓', '娃娃宁', '布洛芬混悬液', '小儿布洛芬栓', '娃娃宁', '布洛芬混悬滴剂', '布洛芬混悬液', '娃娃宁', '布洛芬颗粒', '小儿惊风散', '布洛芬胶囊', '娃娃宁', '小儿布洛芬栓', '婴儿平', '布洛芬咀嚼片', '娃娃宁', '布洛芬胶囊', '布洛芬混悬液', '布洛芬胶囊', '布洛芬胶囊', '小儿康颗粒', '娃娃宁', '娃娃宁', '宝宝乐颗粒', '小儿贝诺酯维B1颗粒', '娃娃宁', '布洛芬混悬液', '儿宝膏', '小儿化毒胶囊', '童宝乐片', '小儿止咳糖浆', '布洛芬胶囊', '儿宝膏', '小儿惊风散', '扑米酮片', '小儿惊风散', '阿苯片', '布洛芬胶囊', '布洛芬糖浆', '布洛芬胶囊', '布洛芬胶囊', '小儿惊风散', '布洛芬胶囊', '布洛芬混悬滴剂', '宝宝乐颗粒', '宝宝乐颗粒']"
阿莫西林对于儿童的推荐剂量是多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿苯片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿苯糖丸', '阿苯片', '阿莫西林颗粒', '婴儿安片', '阿莫西林颗粒', '婴儿平', '阿苯片', '小儿麻甘颗粒', '阿苯片', '小儿止咳糖浆', '阿莫西林颗粒', '阿苯片', '小儿止咳糖浆', '小儿麻甘颗粒', '阿苯片', '阿苯片', '阿莫西林颗粒', '阿苯片', '小儿解表止咳口服液', '阿苯片', '阿苯片', '小儿麻甘颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '小儿咳喘灵口服液', '小儿硫酸亚铁糖浆', '小儿麻甘颗粒', '小儿麻甘颗粒', '小儿止咳糖浆', '阿苯片', '小儿氨酚烷胺颗粒', '阿莫西林颗粒', '小儿止咳糖浆', '阿苯片', '小儿麻甘颗粒', '阿苯片', '小儿保安丸', '小儿麻甘颗粒', '小儿康颗粒', '阿司匹林片', '小儿回春丸', '小儿回春丸', '小儿退热合剂', '小儿氨酚烷胺颗粒']"
阿莫西林一次吃多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林口崩片', '口服葡萄糖', '口服葡萄糖', '阿莫西林颗粒', '口服葡萄糖', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '氨苄西林胶囊', '阿莫西林片', '口服葡萄糖', '口服葡萄糖', '阿莫西林干混悬剂', '天麻素片', '天麻素片', '天麻素片', '肌苷片', '阿莫西林片', '人参口服液', '阿莫西林干混悬剂', '阿莫西林片', '肌苷片', '阿莫西林片', '肌苷片', '肌苷片', '阿莫西林颗粒', '天麻素片', '阿莫西林颗粒', '阿莫西林颗粒', '天麻素片', '马吲哚片', '肌苷片', '肌苷片', '肌苷片', '阿莫西林颗粒', '人参口服液', '阿莫西林颗粒']"
阿莫西林一天吃几次？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林口崩片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '天麻素片', '阿莫西林片', '天麻素片', '天麻素片', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '合成天麻素片', '肌苷片', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林片', '肌苷片', '阿莫西林颗粒', '复方阿司匹林片', '天麻素片', '肌苷片', '合成天麻素片', '肌苷片', '阿莫西林颗粒', '阿莫西林咀嚼片', '口服葡萄糖', '肌苷片', '天麻素片', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '肌苷片', '阿莫西林颗粒', '肌苷片', '肌苷口服溶液', '阿莫西林双氯西林钠胶囊', '多维元素片(26)', '人参口服液', '肌苷片']"
奥美拉唑应该如何正确存储？,奥美拉唑,"['注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑片', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑镁肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠']"
阿司匹林的有效期一般是多久？,阿司匹林,"['注射用氨苄西林钠', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林可待因片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片']"
在肝功能不全的情况下，使用阿司匹林是否适合？,阿司匹林,"['肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片', '肌苷片']"
