origin_prompt,gold,prediction
服用布洛芬时，应避免使用哪些其他药物？,布洛芬,"['布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬片', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬糖浆', '布洛芬胶囊', '布洛芬颗粒', '布洛芬搽剂', '布洛芬胶囊', '布洛芬糖浆', '布洛芬注射液', '布洛芬胶囊', '布洛芬口崩片', '布洛芬缓释片', '布洛芬搽剂', '布洛芬胶囊', '布洛芬胶囊', '驱白巴布期片', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬乳膏', '布洛芬胶囊', '布洛芬口崩片', '复方苯巴比妥溴化钠片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬混悬液', '布南色林片', '白癜风胶囊', '白癜风胶囊', '注射用苯巴比妥钠', '布洛芬颗粒', '布洛伪麻片', '扑米酮片', '扑米酮片']"
服用帕罗西汀时，应避免使用哪些其他药物？,帕罗西汀,"['蒲公英片', '左旋多巴片', '注射用帕瑞昔布钠', '蒲公英片', '注射用帕瑞昔布钠', '吡拉西坦片', '盐酸罗匹尼罗片', '吡拉西坦注射液', '吡拉西坦片', '吡拉西坦片', '左旋多巴片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '保和丸', '注射用帕瑞昔布钠', '保和丸', '注射用帕瑞昔布钠', '吡拉西坦片', '左旋多巴片', '吡拉西坦片', '吡拉西坦注射液', '保和丸', '保和片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '注射用吡拉西坦', '保和丸', '吡拉西坦片', '保和丸', '左旋多巴片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦片', '吡拉西坦注射液', '吡拉西坦片', '左旋多巴片', '左旋多巴片', '吡拉西坦注射液', '保和丸', '吡拉西坦片', '吡拉西坦片', '保和丸']"
阿司匹林可以与其他药物同时使用吗？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片']"
使用阿司匹林可能出现的常见不良反应有哪些？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
发生恶心呕吐时，使用奥美拉唑应该如何应对？,奥美拉唑,"['注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑钠肠溶片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑镁肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥硝唑片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠']"
发生皮疹时，使用阿莫西林应该如何应对？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '盐酸阿莫罗芬搽剂', '阿莫西林颗粒', '糠酸莫米松乳膏', '肤痒颗粒', '糠酸莫米松乳膏', '阿莫西林口崩片', '注射用单磷酸阿糖腺苷', '糠酸莫米松乳膏', '阿莫西林分散片', '糠酸莫米松乳膏', '阿莫西林颗粒', '盐酸阿莫罗芬搽剂', '阿莫西林颗粒', '注射用单磷酸阿糖腺苷', '肤康搽剂', '吲哚美辛搽剂', '呋喃西林贴', '糠酸莫米松乳膏', '呋喃西林贴', '阿莫西林片', '阿莫西林颗粒', '肤痒颗粒', '阿莫西林分散片', '阿莫西林颗粒', '糠酸莫米松乳膏', '阿莫西林颗粒', '注射用阿莫西林钠氟氯西林钠', '阿莫西林颗粒', '氯霉素搽剂', '糠酸莫米松凝胶', '注射用单磷酸阿糖腺苷', '肤痒颗粒', '呋喃西林贴', '复方吲哚美辛酊', '阿莫西林颗粒', '肤痒颗粒', '盐酸阿莫罗芬搽剂', '盐酸阿莫罗芬乳膏', '阿莫西林颗粒', '氧化锌软膏', '注射用单磷酸阿糖腺苷', '阿莫西林片', '盐酸阿莫罗芬搽剂', '酞丁安搽剂', '阿莫西林颗粒', '阿莫西林颗粒']"
阿莫西林的副作用有哪些？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '盐酸阿米替林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林口崩片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林双氯西林钠胶囊', '阿莫西林颗粒', '盐酸阿米替林片', '阿莫西林分散片', '注射用阿莫西林钠氟氯西林钠', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林克拉维酸钾片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '吲哚美辛贴片', '阿莫西林双氯西林钠胶囊', '合成天麻素片', '吲哚美辛搽剂', '阿莫西林咀嚼片', '阿莫西林颗粒', '氨苄西林胶囊', '氨苄西林胶囊', '注射用阿洛西林钠', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '吲哚美辛搽剂']"
帕罗西汀的标准成人剂量是多少？,帕罗西汀,"['劳拉西泮片', '吡拉西坦颗粒', '吡拉西坦口服溶液', '葡醛内酯片', '普瑞巴林胶囊', '葡醛内酯片', '吡拉西坦片', '吡拉西坦片', '缬沙坦片', '保和丸', '吡拉西坦片', '葡醛内酯片', '葡醛内酯片', '注射用奥拉西坦', '呋喃唑酮片', '吡拉西坦注射液', '吡拉西坦注射液', '吡拉西坦片', '葡醛内酯片', '呋喃唑酮片', '注射用葡醛酸钠', '磷酸腺嘌呤片', '吡拉西坦颗粒', '人生长激素注射液', '吡拉西坦注射液', '甲磺酸瑞波西汀片', '呋喃唑酮片', '呋喃唑酮片', '保和丸', '奥拉西坦注射液', '吡拉西坦口服溶液', '吡拉西坦片', '吡拉西坦片', '吡拉西坦注射液', '利咽颗粒', '保和丸', '注射用吡拉西坦', '吡拉西坦胶囊', '普瑞巴林胶囊', '缬沙坦分散片', '保和丸', '葡醛酸钠注射液', '吡拉西坦胶囊', '肌苷片', '注射用人生长激素', '保和丸', '左乙拉西坦口服溶液', '注射用氨苄西林钠', '肌苷片', '吡拉西坦片']"
布洛芬对于儿童的推荐剂量是多少？,布洛芬,"['小儿布洛芬栓', '布洛芬颗粒', '布洛芬混悬液', '布洛芬口服溶液', '布洛芬胶囊', '布洛芬注射液', '布洛芬混悬液', '娃娃宁', '小儿布洛芬栓', '布洛芬颗粒', '小儿布洛芬栓', '娃娃宁', '娃娃宁', '布洛芬胶囊', '小儿康颗粒', '小儿惊风散', '布洛芬糖浆', '布洛芬咀嚼片', '娃娃宁', '布洛芬胶囊', '娃娃宁', '布洛芬胶囊', '童宝乐片', '小儿惊风散', '小儿布洛芬栓', '小儿化毒胶囊', '布洛芬胶囊', '娃娃宁', '儿宝膏', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '扑米酮片', '宝宝乐颗粒', '布洛芬胶囊', '小儿止咳糖浆', '布洛芬注射液', '婴儿平', '布洛芬片', '小儿止咳糖浆', '小儿贝诺酯维B1颗粒', '小儿双磺甲氧苄啶颗粒', '小儿惊风散', '肥儿宝颗粒', '宝宝乐颗粒', '布洛芬胶囊', '阿苯片', '娃娃宁', '阿苯片']"
阿莫西林对于儿童的推荐剂量是多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿苯糖丸', '阿苯片', '阿苯片', '婴儿安片', '阿苯片', '小儿麻甘颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '小儿麻甘颗粒', '阿司匹林片', '小儿麻甘颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '小儿止咳糖浆', '阿苯片', '阿苯片', '小儿解表止咳口服液', '阿苯片', '阿莫西林颗粒', '小儿氨酚烷胺颗粒', '小儿麻甘颗粒', '阿苯片', '婴儿平', '小儿康颗粒', '小儿氨酚烷胺颗粒', '小儿双磺甲氧苄啶颗粒', '阿莫西林口崩片', '小儿麻甘颗粒', '氨麻美敏口服溶液', '阿苯糖丸', '婴儿安片', '阿苯片', '小儿回春丸', '小儿惊风散', '小儿咳喘灵口服液', '小儿惊风散', '小儿止咳糖浆', '阿苯片', '小儿止咳糖浆', '小儿止咳糖浆', '小儿感冒颗粒', '小儿回春丸', '阿莫西林颗粒', '阿莫西林颗粒', '小儿复方氨酚烷胺片']"
阿莫西林一次吃多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林口崩片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '口服葡萄糖', '阿莫西林颗粒', '阿莫西林干混悬剂', '氨苄西林胶囊', '口服葡萄糖', '阿莫西林颗粒', '阿莫西林颗粒', '肌苷片', '阿莫西林片', '口服葡萄糖', '肌苷片', '阿莫西林颗粒', '口服葡萄糖', '阿莫西林干混悬剂', '阿莫西林颗粒', '人参口服液', '盐酸阿米替林片', '口服葡萄糖', '阿莫西林颗粒', '阿莫西林片', '合成天麻素片', '阿莫西林颗粒', '天麻素片', '人参口服液', '阿莫西林颗粒', '注射用阿莫西林钠氟氯西林钠', '天麻素片', '阿莫西林颗粒', '肌苷片', '人参口服液', '注射用奥美拉唑钠', '阿莫西林克拉维酸钾片', '人参口服液', '人参口服液', '天麻素片', '口服葡萄糖', '肌苷片', '阿莫西林分散片', '肌苷口服溶液', '人参口服液']"
阿莫西林一天吃几次？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林口崩片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '合成天麻素片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '天麻素片', '阿莫西林干混悬剂', '阿莫西林颗粒', '肌苷片', '天麻素片', '阿莫西林颗粒', '合成天麻素片', '阿莫西林颗粒', '肌苷片', '注射用奥美拉唑钠', '阿莫西林克拉维酸钾片', '肌苷片', '注射用阿莫西林钠氟氯西林钠', '阿莫西林颗粒', '阿莫西林分散片', '肌苷片', '人参口服液', '肌苷片', '天麻素片', '复方阿司匹林片', '复方天麻颗粒', '天麻素片', '肌苷片', '氨苄西林胶囊', '吲哚美辛肠溶片', '多维元素片(26)', '天麻素片', '天麻素片', '氨苄西林胶囊', '复方天麻片']"
奥美拉唑应该如何正确存储？,奥美拉唑,"['注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑镁肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥硝唑片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥硝唑片', '奥硝唑片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑钠肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥硝唑胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊']"
阿司匹林的有效期一般是多久？,阿司匹林,"['注射用氨苄西林钠', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '复方阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林片', '阿司匹林片']"
