origin_prompt,gold,prediction
服用布洛芬时，应避免使用哪些其他药物？,布洛芬,"['布洛芬片', '布洛芬缓释片', '布洛芬颗粒', '布洛芬缓释片', '布洛芬胶囊', '布洛芬缓释片', '布洛芬胶囊', '布洛芬混悬液', '布洛芬颗粒', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬缓释片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬缓释胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬软胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬注射液', '布洛芬胶囊', '布洛芬混悬液', '布洛芬胶囊', '布洛芬颗粒', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬糖浆', '布洛芬糖浆', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬颗粒']"
服用帕罗西汀时，应避免使用哪些其他药物？,帕罗西汀,"['盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸普罗帕酮片', '盐酸帕罗西汀片', '盐酸普罗帕酮片', '左旋多巴片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '罗替高汀贴片', '吲达帕胺片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '吲达帕胺片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '司帕沙星片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '司帕沙星片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '罗替高汀贴片', '盐酸普罗帕酮片', '帕司烟肼片', '左旋多巴片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '帕司烟肼片', '盐酸普罗帕酮片', '帕司烟肼片', '盐酸普罗帕酮片', '帕司烟肼片', '罗替高汀贴片', '盐酸普罗帕酮片', '盐酸普罗帕酮片']"
阿司匹林可以与其他药物同时使用吗？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片']"
使用阿司匹林可能出现的常见不良反应有哪些？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶胶囊', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '复方阿司匹林片', '阿司匹林肠溶片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林肠溶片', '阿司匹林肠溶胶囊', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
发生恶心呕吐时，使用奥美拉唑应该如何应对？,奥美拉唑,"['艾司奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '艾司奥美拉唑肠溶胶囊', '奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '注射用艾司奥美拉唑钠', '注射用奥美拉唑钠', '艾司奥美拉唑镁肠溶片', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '注射用艾司奥美拉唑钠', '奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶胶囊', '马来酸多潘立酮片', '多潘立酮片', '奥美拉唑肠溶胶囊', '多潘立酮片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶片', '艾司奥美拉唑镁肠溶片', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊']"
发生皮疹时，使用阿莫西林应该如何应对？,阿莫西林,"['阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒']"
阿莫西林的副作用有哪些？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林肠溶片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒']"
帕罗西汀的标准成人剂量是多少？,帕罗西汀,"['盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '劳拉西泮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '帕利哌酮缓释片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '帕司烟肼胶囊', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片']"
布洛芬对于儿童的推荐剂量是多少？,布洛芬,"['布洛芬颗粒', '小儿布洛芬栓', '小儿布洛芬栓', '布洛芬混悬液', '小儿布洛芬栓', '小儿布洛芬栓', '布洛芬混悬液', '布洛芬颗粒', '布洛芬颗粒', '布洛芬混悬液', '布洛芬颗粒', '布洛芬颗粒', '布洛芬咀嚼片', '布洛芬颗粒', '布洛芬混悬液', '布洛芬混悬液', '布洛芬颗粒', '布洛芬混悬滴剂', '布洛芬混悬滴剂', '布洛芬搽剂', '布洛芬混悬液', '布洛芬混悬滴剂', '布洛芬混悬液', '布洛芬混悬液', '布洛芬混悬液', '布洛芬颗粒', '布洛芬干混悬剂', '布洛芬口服溶液', '布洛芬颗粒', '布洛芬混悬液', '布洛芬颗粒', '布洛芬口服溶液', '布洛芬泡腾片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬糖浆', '布洛芬颗粒', '布洛芬胶囊', '布洛芬颗粒', '右布洛芬口服混悬液', '布洛芬缓释片', '布洛芬搽剂', '布洛芬胶囊', '布洛芬片', '布洛芬缓释胶囊', '布洛芬注射液', '布洛芬胶囊', '芬布芬片', '布洛芬糖浆']"
阿莫西林对于儿童的推荐剂量是多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒']"
阿莫西林一次吃多少？,阿莫西林,"['阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林双氯西林钠片', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林分散片']"
阿莫西林一天吃几次？,阿莫西林,"['阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林肠溶片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林双氯西林钠片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒']"
奥美拉唑应该如何正确存储？,奥美拉唑,"['艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶片', '艾司奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑镁肠溶片', '艾司奥美拉唑镁肠溶片', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶胶囊', '艾司奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑镁肠溶片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '枸橼酸铋钾片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用艾司奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊']"
