origin_prompt,gold,prediction
服用布洛芬时，应避免使用哪些其他药物？,布洛芬,"['布洛芬片', '布洛芬颗粒', '布洛芬颗粒', '布洛芬颗粒', '布洛芬颗粒', '布洛芬注射液', '布洛芬糖浆', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬糖浆', '布洛芬胶囊', '布洛芬混悬液', '布洛芬糖浆', '布洛芬注射液', '布洛芬颗粒', '布洛芬缓释片', '布洛芬缓释胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬缓释片', '布洛芬缓释胶囊', '布洛芬颗粒', '布洛芬缓释片', '布洛芬缓释片', '布洛芬注射液', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬软胶囊', '布洛芬缓释胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬缓释片', '布洛芬口服溶液', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬胶囊', '布洛芬缓释胶囊', '布洛芬缓释胶囊']"
服用帕罗西汀时，应避免使用哪些其他药物？,帕罗西汀,"['盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '罗替高汀贴片', '盐酸罗匹尼罗片', '罗替高汀贴片', '罗替高汀贴片', '盐酸帕罗西汀片', '盐酸帕洛诺司琼注射液', '盐酸普罗帕酮片', '罗替高汀贴片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸罗匹尼罗片', '盐酸普罗帕酮片', '左旋多巴片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '注射用帕瑞昔布钠', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '棕榈酸帕利哌酮注射液', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '帕利哌酮缓释片', '盐酸普罗帕酮片']"
阿司匹林可以与其他药物同时使用吗？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林肠溶片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
使用阿司匹林可能出现的常见不良反应有哪些？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
发生恶心呕吐时，使用奥美拉唑应该如何应对？,奥美拉唑,"['奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶颗粒', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠']"
发生皮疹时，使用阿莫西林应该如何应对？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒']"
阿莫西林的副作用有哪些？,阿莫西林,"['阿莫西林片', '阿莫西林片', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林肠溶片', '阿莫西林颗粒', '阿莫西林颗粒']"
帕罗西汀的标准成人剂量是多少？,帕罗西汀,"['盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '盐酸帕罗西汀肠溶缓释片', '盐酸帕罗西汀片', '盐酸帕罗西汀片', '罗替高汀贴片', '盐酸普罗帕酮片', '帕利哌酮缓释片', '甲磺酸瑞波西汀片', '盐酸普罗帕酮片', '劳拉西泮片', '甲磺酸瑞波西汀片', '盐酸普罗帕酮片', '帕利哌酮缓释片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '罗通定片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '甲磺酸瑞波西汀胶囊', '盐酸氟西汀胶囊', '盐酸普罗帕酮片', '噻奈普汀片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '盐酸普拉克索缓释片', '盐酸普罗帕酮片', '盐酸普罗帕酮片', '罗通定片', '罗通定片', '帕利哌酮缓释片', '罗通定片', '盐酸普罗帕酮注射液', '盐酸度洛西汀肠溶片', '罗通定片', '罗通定片', '罗通定片', '盐酸普罗帕酮片', '盐酸普罗帕酮注射液', '罗通定片', '罗通定片']"
布洛芬对于儿童的推荐剂量是多少？,布洛芬,"['布洛芬混悬液', '布洛芬混悬液', '布洛芬颗粒', '小儿布洛芬栓', '布洛芬混悬液', '布洛芬颗粒', '布洛芬混悬液', '布洛芬口服溶液', '布洛芬口服溶液', '布洛芬颗粒', '布洛芬颗粒', '小儿布洛芬栓', '布洛芬颗粒', '小儿布洛芬栓', '布洛芬颗粒', '布洛芬颗粒', '布洛芬咀嚼片', '布洛芬混悬液', '布洛芬颗粒', '布洛芬颗粒', '布洛芬颗粒', '布洛芬颗粒', '布洛芬胶囊', '小儿布洛芬栓', '布洛芬混悬滴剂', '布洛芬胶囊', '布洛芬混悬液', '布洛芬胶囊', '布洛芬混悬滴剂', '布洛芬注射液', '布洛芬缓释片', '布洛芬混悬滴剂', '布洛芬缓释胶囊', '布洛芬颗粒', '布洛芬胶囊', '布洛芬胶囊', '布洛芬糖浆', '布洛芬颗粒', '布洛芬混悬液', '布洛芬片', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬胶囊', '布洛芬糖浆', '布洛芬缓释胶囊', '布洛芬缓释胶囊']"
阿莫西林对于儿童的推荐剂量是多少？,阿莫西林,"['阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林干混悬剂', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒']"
阿莫西林一次吃多少？,阿莫西林,"['阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林肠溶片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林片', '阿莫西林片', '阿莫西林分散片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒']"
阿莫西林一天吃几次？,阿莫西林,"['阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林片', '阿莫西林片', '阿莫西林咀嚼片', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林克拉维酸钾片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林片', '阿莫西林分散片', '阿莫西林片', '阿莫西林肠溶片', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林分散片', '阿莫西林片', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林克拉维酸钾片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林分散片', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒', '阿莫西林颗粒']"
奥美拉唑应该如何正确存储？,奥美拉唑,"['奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '奥美拉唑肠溶片', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶胶囊', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊', '注射用奥美拉唑钠', '奥美拉唑肠溶片', '注射用奥美拉唑钠', '奥美拉唑肠溶胶囊']"
阿司匹林的有效期一般是多久？,阿司匹林,"['阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片', '阿司匹林片']"
